TrailName,TimeLength,RealLabel,PredictLabel,Acc,LossList,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom-redyellow_0000,330,TRUE,TRUE,1,0.188731372,0.876010652,1.635273225,2.362614309,3.061351483,3.736670519,4.332281988,4.855707974,5.34322957,5.810773039,6.129924741,6.405768251,6.660754761,6.925005409,7.183449043,7.454237881,7.642847654,7.817413738,7.996295787,8.140461457,8.24601048,8.336933223,8.415619234,8.476504446,8.529300677,8.585090186,8.640932709,8.699534033,8.759168345,8.814883079,8.86468207,8.910941832,8.956177303,8.998655855,9.038775097,9.074972055,9.090950342,9.107575803,9.126918225,9.146587181,9.166077011,9.188293423,9.211720208,9.235133416,9.251685324,9.256941382,9.255602815,9.256216486,9.257712371,9.25680127,9.250628063,9.240265544,9.22577733,9.212206364,9.199596927,9.18547939,9.173066096,9.160987852,9.148541744,9.144366889,9.168057793,9.172436465,9.17314095,9.175943385,9.181917116,9.189027413,9.196777642,9.20333888,9.209997749,9.2160206,9.222918069,9.231252694,9.237678776,9.242887495,9.247316126,9.249493559,9.250627239,9.250374864,9.248589073,9.245465379,9.241992268,9.240399301,9.239820085,9.240691579,9.242970038,9.246238562,9.247884973,9.247953446,9.246570261,9.244293927,9.243401313,9.24408017,9.245096918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom-redyellow_0013,453,TRUE,TRUE,1,0.151316013,0.756679632,1.372170224,1.938583133,2.478263487,3.00108016,3.504445386,3.990951914,4.467954978,4.965099025,5.480651635,6.013714693,6.564445571,7.133258517,7.719574548,8.324698081,8.952323518,9.605461999,10.28222392,10.96028493,11.09517074,11.1239723,11.16452412,11.19301772,11.20136412,11.20884603,11.21684024,11.22490215,11.23701168,11.25166885,11.26995165,11.29475959,11.31933657,11.46121642,11.49344017,11.53857851,11.57249225,11.5951325,11.61703645,11.64165723,11.65920746,11.67538526,11.69377678,11.71449011,11.7382871,11.768977,11.80095904,11.82440587,11.84787841,11.87167215,11.89586597,11.91834708,11.93924529,11.95988116,11.97742246,11.98790577,11.99743434,12.00428314,12.00919308,12.01382286,12.01802807,12.02033228,12.02114721,12.02125193,12.0212862,12.0217825,12.02210806,12.02052713,12.01676914,12.01146913,12.00636504,12.00159253,11.99504368,11.99076933,11.98876109,11.98727314,11.98655647,11.98673978,11.98857208,11.99208698,11.99701081,12.00336536,12.01028891,12.01419372,12.01858417,12.02217533,12.02459485,12.02571212,12.025813,12.02391847,12.02075245,12.017943,12.01691453,12.01655454,12.01587644,12.0172599,12.01774303,12.01816329,12.01868319,12.01917325,12.01954521,12.01987464,12.01998318,12.01989051,12.01993177,12.01982006,12.01968867,12.01953442,12.01934463,12.01912627,12.01888569,12.01862416,12.018355,12.01805029,12.01799125,12.01800331,12.01812139,12.01832834,12.01861908,12.01926719,12.02030816,12.02030435,12.01870541,12.01686628,12.01675898
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0002,438,TRUE,TRUE,1,0.16888666,1.139409554,2.179484259,3.177139348,4.153602388,5.118182789,6.074366646,7.024926899,7.899638552,8.665348931,9.405397903,10.09126898,10.76347855,11.39477899,11.99063699,12.56985911,13.1315425,13.67793504,14.21451903,14.74629708,15.27379765,15.79436868,16.30229528,16.80997037,17.30895475,17.78578555,18.27185422,18.75722273,19.22109599,19.69117417,20.1693559,20.64546363,21.09580864,21.55134732,22.0081765,22.46660458,22.92088311,23.38022559,23.84204383,24.3046649,24.76730081,25.23135382,25.70677572,26.18745222,26.67279262,27.15163987,27.63820474,28.13740395,28.64630374,29.13993381,29.64099565,30.15474413,30.68386303,31.21964248,31.75723497,32.30001383,32.85108966,33.41607995,33.99686911,34.59165566,35.2014033,35.8070697,36.42358593,37.0547048,37.70232367,38.36032649,39.03449152,39.72822406,40.43421397,41.1552801,41.89501329,42.65517398,43.4319494,44.22208054,45.03007892,45.85665186,46.69402303,47.54778641,48.42012037,49.31308915,50.22858151,51.15965742,52.10671845,53.07299845,54.0602691,55.06180831,56.07906319,57.11453893,58.16990033,59.24653042,60.34585784,61.4692008,62.61044733,63.76174639,64.92893501,66.11340207,67.31635899,68.53885545,69.78196022,71.04669459,72.33402337,73.63972158,74.96421021,76.30880161,77.67471171,79.0624475,80.4728579,81.90672095,83.36448116,84.84692961,86.35469472,87.88787079,89.4461583,91.02845537,92.63368718,94.26053178,95.90908068,97.58015535,99.2747529,100.9940051,102.7390933,104.5114097,106.3122933,108.1432607,110.0059125
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom-redyellow_0008,325,TRUE,FALSE,0,0.11568185,0.843323953,1.531951199,2.215254165,2.886987325,3.546967358,4.199672713,4.851176617,5.502786104,6.140234549,6.776364021,7.427403112,8.095358906,8.783129942,9.487966043,10.22603578,10.9953038,11.79650765,12.63316217,13.50932442,14.42911065,15.39574243,16.28966669,16.83018953,17.28787805,17.64172522,18.02025651,18.40023462,18.79043735,19.18319962,19.35312131,19.410442,19.41649413,19.41303836,19.42085127,19.41706623,19.39715845,19.40046918,19.42880869,19.45646228,19.48371089,19.50916955,19.53118828,19.55078164,19.56799824,19.58550122,19.59835348,19.59663431,19.5838861,19.5583796,19.52675339,19.50567388,19.48864024,19.47405062,19.45308892,19.40239133,19.40548415,19.42031935,19.43307749,19.4602475,19.48880623,19.52293964,19.55553412,19.57365007,19.58808839,19.59893195,19.6106441,19.62311443,19.63675333,19.65024687,19.66302655,19.6743624,19.68443211,19.69372964,19.70242103,19.71042967,19.71783068,19.72469747,19.73120227,19.73731684,19.74314124,19.74869813,19.75377146,19.75821718,19.76209439,19.76552233,19.76866948,19.77166641,19.7742817,19.77621459,19.7776296,19.77853071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom-redyellow_0023,453,TRUE,TRUE,1,0.114909364,0.340998442,0.630207493,0.91194733,1.186429495,1.455484014,1.720711092,1.983457759,2.245678248,2.50906702,2.774983494,3.045051381,3.320712579,3.603213248,3.894041469,4.195256125,4.508790649,4.835995873,5.177970682,5.536117739,5.911501533,6.305491872,6.720191978,7.15464025,7.607534198,8.078343637,8.567665936,9.07655707,9.609201917,10.19059398,10.18022074,10.1927196,10.20038113,10.20965339,10.22067009,10.22941942,10.24218713,10.25890206,10.31048897,10.46141702,10.50172555,10.54566725,10.58357367,10.63105153,10.68920242,10.73628389,10.79255451,10.8300223,10.87211237,10.89401162,10.9169897,10.94087943,10.95319535,10.96138993,10.96764505,10.97220464,10.9741827,10.974247,10.97339916,10.97279705,10.97251023,10.97259054,10.97044564,10.96030059,10.95117693,10.94346273,10.93316146,10.91493557,10.89956696,10.88670579,10.8693054,10.85785806,10.86005646,10.85296538,10.84706017,10.84313189,10.84136708,10.84207536,10.84507334,10.85037671,10.85817882,10.86871823,10.88217102,10.89861111,10.90607511,10.91240145,10.91927437,10.92718089,10.93634934,10.94644932,10.9520756,10.95385949,10.95499717,10.9555045,10.95542094,10.95324933,10.94938807,10.94617611,10.94375902,10.94167436,10.94013431,10.9391949,10.93877155,10.93878166,10.93911609,10.93983862,10.94096625,10.94249816,10.94461195,10.94722503,10.95054746,10.95433728,10.95522873,10.95413878,10.95359516,10.9540552,10.95450547,10.95471093,10.954962,10.95538786,10.9558997,10.95641744,10.95694595,10.95746156,10.95790995
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom-redyellow_0025,453,TRUE,FALSE,0,0.094851711,0.376339368,0.609566072,0.846714956,1.078556638,1.302582419,1.52155912,1.736065977,1.947140184,2.156965054,2.368837694,2.583349402,2.802386517,3.02725444,3.25982516,3.50214865,3.756146543,4.023744442,4.307156556,4.608642934,4.929157984,5.271895934,5.638554497,6.031287,6.451292798,6.899958027,7.380219245,7.893840233,8.440340143,9.02055174,9.634779681,10.28515551,10.97346278,11.60880784,11.81367479,11.95939378,12.13049758,12.32272859,12.53295339,12.71938163,12.84234686,12.94875859,13.0353494,13.10419261,13.15624188,13.19784068,13.2383481,13.27547496,13.30398846,13.32808035,13.35021616,13.36911252,13.38392983,13.39887652,13.41084862,13.42024123,13.42856375,13.43588346,13.44636336,13.46434512,13.48524573,13.49995705,13.51608223,13.53113723,13.54556666,13.55900733,13.57390287,13.5926314,13.61441609,13.63622808,13.63756409,13.63341857,13.63168815,13.63052396,13.62997206,13.62952145,13.62901317,13.62874839,13.62851383,13.62840802,13.62846121,13.62856869,13.62875063,13.62897902,13.62913912,13.62948227,13.62999893,13.63047191,13.63093592,13.6314861,13.63182303,13.63205753,13.63223606,13.63239669,13.63254611,13.63258249,13.63259032,13.63252261,13.63238885,13.63230378,13.63222375,13.63213421,13.63207264,13.63201891,13.63194168,13.63187116,13.63176818,13.63185325,13.63190306,13.63187732,13.63187116,13.63189747,13.63193776,13.6319691,13.63205249,13.63212133,13.63210398,13.63206369,13.63198422,13.63182079,13.63165289,13.63154207,13.63143741,13.6313154,13.63124487
pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0011,453,FALSE,FALSE,1,0.121915219,0.48177277,0.886530684,1.238064961,1.591232106,1.952275328,2.321902466,2.70174633,3.093387313,3.499175247,3.921864301,4.364459392,4.829379119,5.316431005,5.825034787,6.356433835,6.910443582,7.489783386,8.094376352,8.700503929,8.984753304,8.985274242,8.98915379,8.988264698,8.987273649,8.988336423,8.990756905,8.990306296,8.988156049,8.985278063,8.981835154,8.980141241,8.981173428,8.984943511,8.990946985,8.997500178,9.004955623,9.01346598,9.022899318,9.033365919,9.131912331,9.185615606,9.215699393,9.243022452,9.267631018,9.288864968,9.307130635,9.324086195,9.341222517,9.355169049,9.366715904,9.372438208,9.375026855,9.3775855,9.381482947,9.387807008,9.395967357,9.402155495,9.402521858,9.402547418,9.403120667,9.403131621,9.403047644,9.403389226,9.405670452,9.409048279,9.410479738,9.410007879,9.409568429,9.410008285,9.409713158,9.408551616,9.407615385,9.406696499,9.405763328,9.404838583,9.403880483,9.402907681,9.401811028,9.401225526,9.402248,9.404736369,9.405249457,9.405540262,9.405960028,9.406508331,9.407292609,9.408299828,9.4077865,9.407384253,9.407469813,9.406829106,9.406365986,9.405927177,9.405381273,9.40482033,9.404341292,9.403875615,9.403510116,9.403246429,9.403000584,9.402574195,9.401991986,9.401153705,9.400685436,9.40140609,9.403755947,9.4046159,9.405463202,9.406550507,9.407707025,9.408937191,9.409255856,9.408524451,9.408727579,9.40806628,9.407460487,9.406930081,9.406399241,9.405877293,9.405348826,9.404805728,9.404237044,9.403636278,9.402988008
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom-redyellow_0015,453,FALSE,FALSE,1,0.052060607,0.465486547,0.911998374,1.354246044,1.791317381,2.22596556,2.65982802,3.096873085,3.538796387,3.987958426,4.44705268,4.919430855,5.406893124,5.911938385,6.440420137,6.992784869,7.571691807,8.179998091,8.819418065,9.494183416,10.20493477,10.95485649,11.74648151,12.58265155,13.37108976,14.13035927,14.50490566,14.70842353,14.94698987,15.2134923,15.49761945,15.76999134,15.99466235,16.21422783,16.3758172,16.4639888,16.4854876,16.46714054,16.44021317,16.41511758,16.39928237,16.38759542,16.38853769,16.41428282,16.43775621,16.44890289,16.46366164,16.46053519,16.45286903,16.44800768,16.44542755,16.45000304,16.47603277,16.50004069,16.50641392,16.51144567,16.53301658,16.54476221,16.56780852,16.57960404,16.59246718,16.60242277,16.61509467,16.62481735,16.6272118,16.62911133,16.62870025,16.62768717,16.6152113,16.70895412,16.77840736,16.78496853,16.79663426,16.80073629,16.80382305,16.80422895,16.80687747,16.81182656,16.81803899,16.82655354,16.82863549,16.83091754,16.83294365,16.83456527,16.83595744,16.83742562,16.83899969,16.84035615,16.84163549,16.84289571,16.8443189,16.84578544,16.84727993,16.84964911,16.85373642,16.86057779,16.86669808,16.87137729,16.87277184,16.87113309,16.86718388,16.86260576,16.85843461,16.85441724,16.85114326,16.84821732,16.84564776,16.84346192,16.84150684,16.83949263,16.83767392,16.83606982,16.8349804,16.83403593,16.83313039,16.83250219,16.83180688,16.83116413,16.83064284,16.83025027,16.8298586,16.82953311,16.82928559,16.82902447,16.82868173
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom-redyellow_0003,453,TRUE,FALSE,0,0.179037515,0.884319572,1.676667377,2.421755388,3.141087285,3.849203567,4.562359951,5.271993798,5.976710259,6.681889828,7.359560824,7.954764746,8.51828818,9.076509998,9.658954131,10.26470414,10.88694511,11.52960971,12.1928599,12.87979422,13.59424332,14.3377282,14.92040753,14.9842696,15.01137467,15.04024397,15.06526684,15.08604977,15.10024032,15.09038827,15.05910951,15.03362879,15.09115218,15.19821229,15.21124897,15.22110249,15.23137741,15.24721114,15.27033566,15.29884695,15.30901686,15.3219284,15.33518578,15.34753844,15.36028448,15.37089968,15.37982152,15.38696667,15.39238668,15.39661854,15.40000309,15.40328685,15.40654564,15.41007605,15.41296315,15.41085381,15.40769942,15.40565276,15.40346466,15.40255031,15.40278361,15.40287821,15.40310606,15.40295251,15.40225905,15.40116975,15.40069567,15.40107018,15.4028584,15.4050446,15.40772864,15.41049142,15.40960075,15.40902345,15.40899918,15.40964977,15.41052212,15.40989583,15.40924476,15.40881054,15.4092413,15.41063796,15.41295622,15.41609765,15.42001774,15.42488305,15.42973299,15.43295011,15.43653527,15.44009044,15.44482149,15.4511441,15.45764526,15.46286238,15.46677653,15.46993416,15.47206897,15.47292301,15.47244817,15.4706596,15.46756772,15.46372679,15.46092714,15.45878388,15.4574888,15.45715415,15.45743697,15.45732937,15.45700213,15.45638661,15.45555338,15.45446685,15.45296504,15.45243774,15.45333779,15.45540924,15.45660676,15.45775039,15.45908148,15.45995104,15.45988639,15.45867974,15.4562558,15.45451572,15.45410746
pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom-redyellow_0020,424,FALSE,FALSE,1,0.090709737,0.289367965,0.497217752,0.686743884,0.777823947,0.838164812,0.877625783,0.91756937,0.977253113,1.075265603,1.227441412,1.411228523,1.540409873,1.629602517,1.713055906,1.787522232,1.854272075,1.917598152,1.978168001,2.041001841,2.104080337,2.163905059,2.22150948,2.28029759,2.340711124,2.393721825,2.446086822,2.49941924,2.55410704,2.606029902,2.658590206,2.708463216,2.751626227,2.785384202,2.814130777,2.838424727,2.858361904,2.874731964,2.888168528,2.898984955,2.907851404,2.913594308,2.919261232,2.898958473,2.899737701,2.89933068,2.898594443,2.897915117,2.897370093,2.896932782,2.89647351,2.894854776,2.891450506,2.88698204,2.881388491,2.874417122,2.866458811,2.861049808,2.858710874,2.859417191,2.863288411,2.869338224,2.872034617,2.874298508,2.879150546,2.887004503,2.898128524,2.912834338,2.92767509,2.939424088,2.948905069,2.956376642,2.962163103,2.96625872,2.969043757,2.970788998,2.972052253,2.97418807,2.973242001,2.969438814,2.962645348,2.954653874,2.950442433,2.95000119,2.949748374,2.947106905,2.947435014,2.952239535,2.961649706,2.974610978,2.98220027,2.984674249,2.986206611,2.992310843,2.997718738,3.002729446,3.01046913,3.019470135,3.022295438,3.021841648,3.020676094,3.018870135,3.016195925,3.01271209,3.010975945,3.015771259,3.021837546,3.0239177,3.022562063,3.019541199,3.018118346,3.016250308,3.013648616,3.013231345,3.016700197,3.018235574,3.018772518,3.019842647,3.020549805,3.019871543,3.020246216,3.01992365,3.019612576,3.019378066,3.019156962
