TrailName,TimeLength,RealLabel,PredictLabel,Acc,LossList,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pilot-containment-multi-bowl-redyellow_0014,216,FALSE,TRUE,0,0.02991985,0.077662134,0.123528786,0.173618796,0.222767835,0.245679863,0.257249144,0.274441836,0.290594526,0.301308158,0.311121882,0.320514359,0.32995313,0.33992306,0.347825695,0.351147926,0.350056559,0.345831378,0.340775965,0.335842319,0.33125577,0.326843051,0.322300845,0.317631633,0.312752693,0.30795346,0.303002589,0.297733471,0.291859204,0.285326933,0.278068469,0.270862883,0.266078506,0.263033752,0.260817642,0.259239366,0.258060495,0.257287908,0.256802183,0.25672269,0.257155723,0.25909101,0.261726137,0.262984546,0.262787487,0.261989254,0.261328634,0.261228301,0.261418997,0.261463211,0.261462855,0.261506208,0.261521963,0.261543941,0.261551362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pilot-containment-multi-bowl-redyellow_0021,427,TRUE,FALSE,0,0.083760776,0.445210395,0.841816099,1.194357946,1.523173383,1.832034178,2.12224827,2.40258252,2.68220593,2.937185879,3.130701434,3.319281636,3.501285453,3.687796888,3.848410038,4.001176423,4.15024724,4.294468209,4.440212871,4.583623819,4.725033246,4.864202034,5.005098985,5.150759091,5.300615369,5.455031097,5.613899468,5.778059455,5.949505364,6.129504669,6.319827822,6.455964801,6.511682722,6.5323573,6.540335874,6.543123541,6.542921817,6.542097365,6.541744872,6.545201928,6.558379996,6.597762636,6.649330518,6.671565672,6.693715282,6.717821066,6.740313892,6.759885825,6.778229353,6.796011473,6.81357643,6.831377385,6.845875867,6.857780949,6.867473575,6.874290846,6.879838385,6.884169411,6.887269325,6.889570575,6.89124169,6.892374452,6.893031386,6.893349038,6.894256258,6.896968906,6.900364366,6.903515028,6.906763118,6.910097733,6.911944635,6.91322244,6.91380732,6.91383408,6.913232372,6.912705662,6.914468286,6.918825602,6.92456581,6.931568806,6.939987974,6.948500701,6.957332547,6.966505844,6.97469962,6.981500704,6.987444653,6.993711917,6.999872206,7.005158295,7.008978943,7.01153622,7.012915821,7.013203838,7.012372391,7.011290845,7.012539667,7.01495263,7.01775479,7.020534369,7.022682497,7.022207184,7.02066396,7.01819127,7.016362821,7.015086402,7.013868762,7.014102082,7.015310438,7.016639551,7.017831706,7.017521591,7.016728712,7.015687258,7.014548578,7.013781469,7.014037634,7.014113231,7.014261704,7.014527097,7.014540964,7.014409357,7.014321255,7.01426959,7.01424566,7.014323974,,,,,,,,
pilot-containment-bowl-redyellow_0021,453,TRUE,TRUE,1,0.123663014,0.584675103,1.043476624,1.497093086,1.919296333,2.312846596,2.693936381,3.059965214,3.405972391,3.740933075,4.065645849,4.382743957,4.68999852,4.990379042,5.268036514,5.518048411,5.75488273,5.980042964,6.189922128,6.385759437,6.566206113,6.73602204,6.895241089,7.044552845,7.190020841,7.325683968,7.462941229,7.603370632,7.743313766,7.884781349,8.026257815,8.163854569,8.300323976,8.433947006,8.565960929,8.693714581,8.805200895,8.912368975,9.014001763,9.114901455,9.215545408,9.307024889,9.39600146,9.485048675,9.576152555,9.662815862,9.74746906,9.832402158,9.908430082,9.979910699,10.04945884,10.11913478,10.18646123,10.25230307,10.31707514,10.38181348,10.44185525,10.49995531,10.55777251,10.61714654,10.67262169,10.72557487,10.77778902,10.83057952,10.88543691,10.93897172,10.98754525,11.03030452,11.06900919,11.10542444,11.1391789,11.16742324,11.19334148,11.21850756,11.24386769,11.2698887,11.297186,11.32024106,11.33933309,11.35531489,11.36847676,11.37950699,11.39029144,11.39941536,11.40395083,11.4050881,11.4035715,11.4015709,11.39929288,11.39671584,11.39348802,11.38951241,11.38463009,11.37877349,11.37121586,11.36048449,11.34613399,11.32658731,11.30189346,11.27741073,11.25463026,11.23318853,11.21195111,11.19059157,11.17377231,11.16290375,11.15578701,11.15167536,11.14996383,11.15091353,11.15508839,11.16422139,11.17839797,11.19611526,11.21764859,11.2422367,11.26017098,11.27222468,11.27890743,11.28113706,11.27837709,11.2708046,11.25775523,11.23861865,11.22214739,11.21127096,11.20521379,11.2040433,11.20900394,11.22055711,11.23752496,11.25492853,11.27218949,11.28331182
pilot-containment-bowl-redyellow_0027,340,FALSE,TRUE,0,0.040575306,0.245785323,0.369289328,0.473954145,0.561037414,0.645609468,0.737673878,0.833287182,0.922421827,1.010816665,1.087427448,1.11701137,1.124811051,1.115584978,1.09518687,1.070927798,1.042871878,1.002257005,0.961567184,0.922767918,0.886860807,0.855081654,0.830678063,0.811637457,0.796787818,0.784859179,0.77506824,0.766834938,0.760000315,0.754567938,0.750400119,0.746560435,0.743164704,0.740469661,0.738431925,0.736536255,0.735196121,0.734487606,0.734442525,0.734697271,0.736088519,0.739799029,0.746706367,0.758904879,0.771673599,0.789503673,0.80527301,0.817477422,0.820603056,0.818584657,0.816093385,0.814189511,0.812703951,0.811650199,0.809697453,0.80780374,0.805260056,0.804876694,0.805508907,0.808183243,0.81360551,0.820344906,0.825783063,0.82962627,0.830795732,0.829574576,0.826159105,0.820406082,0.815592566,0.812373702,0.809096655,0.805780909,0.802236807,0.798502102,0.794634193,0.791044786,0.790261368,0.791620772,0.795102785,0.802975658,0.805761158,0.80696347,0.808348245,0.808710504,0.807724527,0.806656068,0.807133079,0.809406296,0.812295521,0.815128696,0.817614524,0.819969469,0.822813889,0.825932389,0.829505597,0.833216079,0.836007267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pilot-containment-multi-bowl-redyellow_0007,279,FALSE,FALSE,1,0.095403162,0.243896248,0.40333256,0.48902682,0.514179631,0.529518728,0.544637982,0.560093447,0.57640053,0.598821937,0.625879694,0.635816344,0.634156977,0.628842368,0.621688941,0.617258865,0.61187303,0.610839429,0.610873629,0.611928383,0.613114255,0.615899105,0.619262274,0.622007142,0.623017505,0.624558985,0.62589455,0.629030014,0.633254238,0.637814498,0.640399824,0.641143357,0.639820152,0.63679876,0.632447267,0.629767024,0.628894308,0.628760659,0.629460511,0.630739206,0.631695928,0.631211575,0.630707336,0.630743128,0.630903166,0.630939608,0.630892561,0.630857863,0.630858714,0.630860627,0.630859918,0.630854722,0.630849218,0.630847825,0.630843714,0.630839699,0.630834266,0.630812227,0.630802542,0.630790305,0.630789077,0.630782911,0.630779297,0.630773792,0.630773509,0.630768312,0.630763563,0.630744451,0.630731434,0.630708328,0.630689852,0.630681488,0.630672014,0.630664807,0.630659113,0.630642857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pilot-containment-cone-plate-redyellow_0024,453,TRUE,TRUE,1,0.109785124,0.860147822,1.455410299,1.904107625,2.331815828,2.730958734,3.077924538,3.422261255,3.765415803,4.087662925,4.405998493,4.71888278,5.003376393,5.261658575,5.505564043,5.735784456,5.965110428,6.188209878,6.406660262,6.624731094,6.843974071,7.061537685,7.286413891,7.515814575,7.707651167,7.882851214,8.053645513,8.211910753,8.35796708,8.498875263,8.627998605,8.752338642,8.874378021,8.996394389,9.109697025,9.225469281,9.344008426,9.454216508,9.561073346,9.668496671,9.778847689,9.879841837,9.976845829,10.07534255,10.16861139,10.2601194,10.34920964,10.43406904,10.51811146,10.60132897,10.67914241,10.75681603,10.83041573,10.90310685,10.97111429,11.04330002,11.11627918,11.18673721,11.2548143,11.32056321,11.38476546,11.45029622,11.51297459,11.57176176,11.62995461,11.68868539,11.74953379,11.81062488,11.86671625,11.92254885,11.97900716,12.03581678,12.0903997,12.14441314,12.19815865,12.25218088,12.30386158,12.3506137,12.39505137,12.43976208,12.48344424,12.52679197,12.56979902,12.61378086,12.65617525,12.69379198,12.72943791,12.76462629,12.79788729,12.83174705,12.86704223,12.9039343,12.94351366,12.98594786,13.02786086,13.06483256,13.09965466,13.13389184,13.1687874,13.20518313,13.23935834,13.27384847,13.3088414,13.3459831,13.38591399,13.41615481,13.44074895,13.45976932,13.47376613,13.48380636,13.49042595,13.49356491,13.49354964,13.48995202,13.48230856,13.47163406,13.46127813,13.45196748,13.44280986,13.43452399,13.42621369,13.41804665,13.40962429,13.40162703,13.3905327,13.3724939,13.35214991,13.33470058,13.31959538,13.30660092,13.29557763,13.28602338,13.27808154,13.2747991
pilot-containment-vase-redyellow_0021,453,TRUE,TRUE,1,0.261272477,0.445295233,0.738664275,1.009546016,1.278851101,1.555651189,1.85030873,2.189358167,2.544690184,2.909503715,3.277212947,3.659364987,4.073438736,4.51366448,4.82699878,5.087356205,5.377060251,5.728453695,6.18711374,6.530215241,6.882141011,7.259087491,7.655679238,7.962388795,8.216102551,8.452641669,8.678313963,8.901554838,9.118169449,9.333136102,9.532432608,9.719606417,9.901806722,10.07528235,10.25148855,10.41496686,10.59186656,10.77352106,10.94401975,11.13450645,11.32127419,11.50705204,11.69765745,11.88292871,12.06954071,12.25397225,12.43576943,12.59889771,12.76049014,12.92660167,13.07601361,13.22882057,13.38853497,13.54004523,13.68947082,13.84142303,13.99097969,14.1418648,14.29564704,14.44635029,14.58677333,14.72751883,14.87233114,15.01410571,15.14453276,15.26430453,15.37381051,15.47314687,15.57214988,15.67056248,15.77293204,15.87242334,15.98286379,16.10108298,16.22438448,16.34744764,16.46364125,16.5794255,16.69469831,16.80937852,16.91977927,17.01626527,17.10129661,17.18013159,17.25884694,17.3364744,17.40689343,17.47328981,17.53966452,17.61194663,17.69260982,17.78013867,17.86047883,17.9386305,18.01358367,18.08539754,18.15374875,18.21908836,18.28199117,18.33883991,18.38967662,18.43325312,18.47300028,18.50951162,18.54863882,18.59329946,18.636878,18.68442962,18.73415183,18.78746014,18.84182026,18.89063873,18.93470789,18.97428841,19.02035797,19.05593429,19.08440324,19.11250485,19.1418359,19.16452191,19.18493039,19.20403003,19.22252408,19.24106777,19.26110361,19.2837957,19.31487884,19.35348084,19.38762504,19.41921697,19.45115766,19.4846953,19.51789074,19.55850754
pilot-containment-multi-bowl-redyellow_0010,453,TRUE,TRUE,1,0.057524584,0.351743281,0.629616402,0.879374367,1.106019008,1.307317994,1.489728969,1.663995661,1.821268837,1.971119499,2.111678949,2.244085061,2.371327522,2.480158172,2.578977871,2.667567478,2.75706822,2.844536306,2.931257067,3.014487413,3.094172902,3.181355707,3.267467216,3.351242228,3.429558337,3.508006339,3.584406507,3.654294526,3.720990316,3.785068444,3.846847403,3.907008837,3.967681621,4.026051563,4.083156244,4.139946878,4.194816233,4.249837311,4.304602205,4.355604941,4.407646445,4.458957426,4.506856357,4.554019938,4.602509121,4.650535815,4.695385823,4.740096359,4.786132713,4.834774044,4.887855013,4.945874994,5.002033392,5.057764735,5.114519708,5.168413462,5.222443695,5.278203684,5.335131203,5.385149046,5.43318777,5.480889672,5.527387919,5.567845723,5.603545919,5.635972913,5.666304446,5.695747516,5.725583522,5.756115522,5.78521032,5.814330766,5.844508158,5.876375727,5.906536761,5.933301867,5.958302887,5.982602009,6.007151474,6.03144006,6.053555212,6.07482287,6.096189353,6.11842585,6.139448291,6.15881635,6.177522263,6.196235117,6.214895002,6.231521757,6.246793916,6.261453738,6.276107885,6.29140066,6.308153828,6.326171272,6.342437458,6.357903988,6.373046875,6.388533644,6.403836722,6.41758269,6.43070136,6.443504422,6.456671158,6.470072293,6.479930117,6.486805656,6.490766569,6.492206303,6.491408906,6.488286247,6.482381565,6.473599151,6.463682097,6.455074579,6.447520337,6.440860205,6.434876139,6.431199629,6.430664582,6.433014427,6.438395021,6.446332483,6.450832745,6.451925466,6.450019588,6.448753816,6.448634028,6.448188279,6.445268407,6.439655721,6.432532903,6.428672293
pilot-containment-vase-redyellow_0024,452,FALSE,FALSE,1,0.046251574,0.240560372,0.464286534,0.638644273,0.70864385,0.788631473,0.890909752,1.003201129,1.123937052,1.248522648,1.364517089,1.488230306,1.619773235,1.760877116,1.913617826,2.081903794,2.269841447,2.480362825,2.716255096,2.778289419,2.815801167,2.841505737,2.876577359,2.928351746,2.967835295,2.990372787,3.007598156,3.029458687,3.046762474,3.064139103,3.083311407,3.104478364,3.127895082,3.145460667,3.159094105,3.173110496,3.188396702,3.203597764,3.220344815,3.232221098,3.243618495,3.256262102,3.264465272,3.271971308,3.280548602,3.289371431,3.299345275,3.311434448,3.321697207,3.329709817,3.338629536,3.350007237,3.359648512,3.367767213,3.375672026,3.383499886,3.391567117,3.400232722,3.409994325,3.41910793,3.425409451,3.431950199,3.438859151,3.446367236,3.454780976,3.464512341,3.476081592,3.485006232,3.491698911,3.497364414,3.501846916,3.506114251,3.50981073,3.513068732,3.516018994,3.518795364,3.521589856,3.524461686,3.527679123,3.531160067,3.532272056,3.532616815,3.532112489,3.530719278,3.528306392,3.525045836,3.520660863,3.514910002,3.509376364,3.505833941,3.503614603,3.50259739,3.502791518,3.504041246,3.506516793,3.510318668,3.515479055,3.519834042,3.521811912,3.523097257,3.522831698,3.521301976,3.518481912,3.514117244,3.509660604,3.504462395,3.499601341,3.495880564,3.493139628,3.490559516,3.486293521,3.481215477,3.476597201,3.47394839,3.473465198,3.474793265,3.478093528,3.481840024,3.485339249,3.48744853,3.488153846,3.487718834,3.48711339,3.486348915,3.484713824,3.481976013,3.479777361,3.479846012,3.482008879,3.48376131,3.484480373,3.484296858,3.483327802,3.482312469
pilot-containment-vase-redyellow_0022,418,FALSE,FALSE,1,0.032652208,0.089402192,0.16129537,0.222388374,0.274936938,0.335120605,0.406086577,0.478652078,0.545448951,0.613045495,0.688909603,0.758056523,0.823471997,0.894021901,0.972330491,1.060813182,1.161484648,1.275905815,1.405158234,1.550382318,1.712360922,1.892054309,2.089937753,2.082453758,2.090466672,2.113599827,2.150689848,2.200361968,2.261968569,2.31169104,2.343745422,2.376846098,2.407662609,2.442609372,2.476084955,2.509329364,2.539659541,2.569800607,2.598161462,2.62390986,2.65115604,2.675374467,2.702386391,2.727672362,2.746919988,2.767156317,2.788281243,2.807950643,2.829141676,2.847533842,2.86584175,2.885431191,2.902476989,2.919157345,2.936870102,2.952916052,2.968560142,2.985023947,2.999174163,3.01339576,3.028185997,3.042389997,3.053796038,3.064992241,3.076243024,3.088411137,3.099851045,3.109975326,3.120545073,3.132205895,3.14157667,3.149521104,3.157010733,3.164371579,3.172016159,3.188367987,3.205984486,3.219289938,3.227115907,3.23177967,3.234543801,3.236312802,3.237786599,3.23928637,3.241064994,3.24335343,3.245585598,3.248468919,3.252482273,3.257734924,3.264442777,3.269897003,3.274083185,3.277352334,3.279946204,3.281581608,3.281874824,3.281550657,3.280568515,3.278871964,3.276391347,3.27385059,3.272984294,3.271597479,3.270275546,3.269565231,3.269123886,3.268915298,3.268965477,3.269274557,3.269864484,3.27077199,3.272055541,3.273799467,3.275553527,3.27602137,3.275582933,3.274957927,3.27465084,3.27487639,3.275374757,3.275269208,3.275215194,,,,,,,,,,,
