TrailName,TimeLength,RealLabel,PredictLabel,Acc,LossList,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pilot_it2_drop_sizes_box_2_dis_2_occ-redyellow_0003,152,FALSE,FALSE,1,0.010836745,0.033364507,0.081195643,0.13433571,0.195406395,0.269450397,0.356585937,0.453271563,0.559510686,0.676444682,0.806499367,0.951501871,1.090277145,1.156160918,1.184410997,1.190683364,1.182260196,1.168637802,1.167481745,1.172357333,1.174755625,1.178055398,1.180050472,1.176829533,1.168564354,1.159155366,1.155818601,1.167505179,1.166737498,1.167578131,1.168680287,1.172241916,1.186104708,1.199029268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pilot_it2_drop_sidezone_box_1_dis_1_occ-redyellow_0002,152,TRUE,TRUE,1,0.006657677,0.291902726,0.300066346,0.326038767,0.348197815,0.359003123,0.367982147,0.378717375,0.381318368,0.379396711,0.374513032,0.382701021,0.399760145,0.40073354,0.397380868,0.39286253,0.386256124,0.380074774,0.381961382,0.392725333,0.394007496,0.391139702,0.39314328,0.39279279,0.394191501,0.395297939,0.395845792,0.39597884,0.396050822,0.396057369,0.395984974,0.395916405,0.395857066,0.395828155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pilot_it2_drop_simple_box_2_dis_2_occ-redyellow_0007,152,TRUE,TRUE,1,0.034453477,0.140544875,0.275013469,0.422064297,0.590722926,0.769144571,0.962385776,1.175676614,1.410647743,1.6769885,1.79397156,1.898136696,2.132236948,2.169499367,2.231747022,2.234773294,2.232595842,2.235784126,2.236121609,2.235909635,2.236077787,2.235850561,2.235596543,2.235588331,2.23567514,2.235735499,2.235738805,2.235711825,2.235678339,2.235671408,2.235673967,2.235679192,2.235682285,2.235682392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pilot_it2_drop_simple_box_1_dis_1_occ-redyellow_0000,218,FALSE,FALSE,1,0.157042123,0.41859044,0.438663808,0.529498298,0.718545553,0.771616053,0.828389935,0.86834732,0.910248846,0.94577614,0.971912544,0.993628649,1.002716785,0.993856483,0.977973224,0.952320823,0.922787393,0.879925455,0.830154092,0.780876032,0.750445472,0.729763282,0.725294381,0.722486858,0.761400205,0.834344648,0.871821249,0.915105632,0.975903159,1.054149801,1.149536645,1.211705463,1.213854617,1.210088715,1.209042648,1.209443777,1.209492664,1.209394986,1.209385031,1.209352896,1.209328647,1.209438454,1.209487293,1.209561458,1.209583682,1.209708002,1.209763333,1.209634486,1.209441362,1.209313466,1.209434709,1.209465461,1.209413763,1.20943604,1.20939745,1.209304299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pilot_it2_drop_sizes_box_2_dis_2_occ-redyellow_0001,204,FALSE,FALSE,1,0.097604061,0.479786738,0.908016161,1.065102587,1.145313555,1.230195757,1.357530987,1.53004969,1.75061399,1.851745983,1.885170185,1.898754454,1.905755901,1.911391843,1.911172795,1.898995651,1.872608567,1.841071624,1.810868153,1.821710794,1.852773536,1.860212634,1.857514934,1.856310073,1.856324523,1.857023981,1.857307695,1.857400503,1.857333048,1.857194086,1.857160644,1.857233497,1.85729672,1.857296977,1.857248132,1.857200633,1.857191005,1.85720917,1.857231636,1.857236514,1.857230801,1.85721867,1.857217451,1.857221494,1.857245693,1.857227335,1.857207502,1.857211738,1.857208143,1.857215653,1.857198772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pilot_it2_drop_sidezone_tdw_2_dis_2_occ-redyellow_0000,152,FALSE,FALSE,1,0.035100011,0.443455656,0.702742536,1.047227885,1.274972283,1.400696236,1.406381474,1.423602553,1.442588755,1.434638035,1.43459923,1.44085625,1.440141573,1.437900819,1.437047804,1.436594388,1.439532626,1.449563368,1.455873904,1.460429302,1.461787746,1.464448759,1.467949345,1.473382503,1.477231313,1.47861302,1.47676852,1.472028037,1.465788107,1.458687258,1.450735774,1.441640943,1.433349755,1.426949553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pilot_it2_drop_sizes_box-redyellow_0003,303,TRUE,TRUE,1,0.177148303,0.699661477,1.072113471,1.534020933,1.927120463,2.375644496,2.723602349,3.082712231,3.3318578,3.512606397,3.711521721,3.878822533,4.039932482,4.192415683,4.338867297,4.479932545,4.616897083,4.745662918,4.871542267,4.999126167,5.121118518,5.241082019,5.366331163,5.523646932,5.733625233,5.931239311,6.141296505,6.371094648,6.626009594,6.905500414,7.210912636,7.548916558,7.626676281,7.617775919,7.578062077,7.492121055,7.435183381,7.444025335,7.456830717,7.547845435,7.588515499,7.590437806,7.593144145,7.592178999,7.594727755,7.606417667,7.615920868,7.623634091,7.631696918,7.641477198,7.650123356,7.657958296,7.667225721,7.678984353,7.687017906,7.696763327,7.707664777,7.71729342,7.725946817,7.731307098,7.734961408,7.738336462,7.742114578,7.74648402,7.750480637,7.751460276,7.746852851,7.73352786,7.717328516,7.703012338,7.693716621,7.689766154,7.689813777,7.692330184,7.697484425,7.704459239,7.708384608,7.710873929,7.713461358,7.715879826,7.717994066,7.719480658,7.720202352,7.718582955
pilot_it2_drop_simple_tdw_2_dis_2_occ-redyellow_0007,303,TRUE,TRUE,1,0.036394354,0.389263068,0.725158771,0.964912659,1.093202781,1.183843756,1.26059368,1.36043481,1.477613126,1.588433467,1.69621007,1.817325417,1.954865923,2.108896272,2.251438317,2.282068707,2.325749972,2.373501355,2.425016077,2.471331828,2.508917449,2.546046772,2.584510894,2.625561245,2.670894778,2.708775078,2.741120916,2.772501355,2.803684066,2.835825011,2.87014975,2.908334948,2.945501104,2.977490218,3.008413121,3.039178763,3.072306755,3.108096986,3.144239784,3.181003607,3.221140594,3.253202914,3.280567498,3.30488878,3.327053847,3.347703682,3.367834467,3.38833963,3.410408212,3.434809377,3.462629262,3.492443511,3.519984006,3.548556564,3.578658418,3.608465039,3.639155668,3.671934217,3.708640454,3.751018767,3.790155438,3.821887731,3.848808867,3.871720803,3.893283533,3.916626355,3.943229382,3.973517131,4.008511785,4.038073539,4.063844194,4.087002151,4.10788784,4.126976927,4.145090136,4.163107127,4.182040627,4.202793718,4.226125642,4.252910739,4.280347075,4.30080032,4.318084197,4.332651794
pilot_it2_drop_all_bowls_tdw_1_dis_1_occ-redyellow_0002,193,FALSE,FALSE,1,0.009109237,0.244547764,0.572840145,0.819772015,1.0683495,1.255946368,1.361336181,1.428996435,1.512000794,1.595316398,1.665204368,1.719095438,1.758366002,1.783338092,1.798041852,1.80203971,1.795034378,1.773778673,1.738930433,1.690370026,1.628079138,1.557734661,1.482431203,1.403046201,1.322355281,1.245949477,1.17773726,1.120846658,1.077965932,1.055634024,1.05528813,1.069122154,1.103630614,1.157232022,1.226183158,1.298343103,1.383525815,1.424031728,1.422252312,1.42157281,1.421006745,1.420519172,1.420352078,1.420391525,1.420699671,1.421284983,1.422135968,1.422965334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pilot_it2_drop_sidezone_tdw_2_dis_2_occ-redyellow_0006,303,FALSE,FALSE,1,0.020585148,0.073448761,0.130504968,0.185351922,0.238573107,0.290221263,0.340166925,0.388890727,0.437205079,0.480651836,0.518126029,0.548416934,0.571258779,0.585268936,0.59215107,0.589197398,0.579217497,0.560340179,0.534251569,0.504310889,0.472991352,0.441963738,0.41261277,0.386074377,0.365224012,0.352939495,0.35506028,0.36040761,0.386205024,0.433679778,0.503878482,0.596184208,0.706138701,0.817372859,0.942066737,1.080063777,1.228523,1.387996246,1.524959958,1.545284031,1.560815284,1.574843214,1.588076798,1.600837804,1.612376553,1.62323188,1.633532863,1.641982616,1.651404797,1.65780279,1.666011546,1.671293425,1.676907816,1.683019766,1.686217775,1.690719148,1.694763095,1.696818092,1.699970859,1.703268623,1.704014257,1.705742251,1.708534958,1.708749007,1.709140409,1.710335891,1.711894565,1.711065697,1.710805391,1.711330351,1.712421418,1.711117321,1.710112978,1.709639244,1.709689447,1.709533324,1.707751857,1.70648457,1.705641401,1.705187537,1.705052606,1.70312024,1.701493418,1.700220063
